COP_s,dCOP_s,ddCOP_s,com_x_s,com_z_s,dcom_x_s,ddcom_x_s,dddcom_x_s
0.0009227369004566137,0.00117595426197529,0.0019835218220357878,0.00022721762544716852,0.9987654022035606,1.8389667087928902e-05,2.4508813775589053e-05,4.2283636534189576e-05
0.0009076859747405463,0.0011581243098196688,0.0019478352594872906,0.00021155886546273908,0.9987654063812696,1.8376870157078355e-05,2.534727057031168e-05,4.414890484644649e-05
0.0009145669908270537,0.0011805839784314609,0.0020088637240939645,0.00021850565315333792,0.9987653971675988,1.8706315989346305e-05,2.5623010652733092e-05,4.4268554279865967e-05
0.0009095264910313171,0.0011566708327368635,0.0019548216246662313,0.00022532323300397707,0.9987653930562793,1.8590306619757992e-05,2.5473402489789447e-05,4.4183830673962775e-05
0.0009056996487174376,0.0011413302328784818,0.001929954640568145,0.00021355957991914994,0.9987653539681032,1.8856557569552703e-05,2.6148874343624264e-05,4.5477631882880626e-05
0.0009207132399530481,0.0011327426461537203,0.0019026374335691094,0.00024246412691247946,0.9987653959552972,1.8579950775557713e-05,2.4768243444374838e-05,4.2829491535643554e-05
0.0009098572178525004,0.00116333498263521,0.001960102434976336,0.00023718079017084697,0.9987653925313118,1.8609662723084043e-05,2.5229076059414875e-05,4.3688708127865725e-05
0.0009323950841142296,0.0011719892692176196,0.001978259328521735,0.00023242753657851177,0.998765402729445,1.8271172567632677e-05,2.5219681715708962e-05,4.3969407508408256e-05
0.000926051100433543,0.0011704102547913874,0.0019791846919180833,0.0002192853327348952,0.9987653908586163,1.858227020375693e-05,2.585179249001612e-05,4.523702723048871e-05
0.0009355645369241293,0.0011719679480188473,0.0019732903855982,0.00021677435801159604,0.9987654031451533,1.796873672695028e-05,2.480142234251974e-05,4.31602644007323e-05
0.0009013547903654026,0.0011580875171785933,0.0019649905665486502,0.00019296000427993225,0.9987654039270883,1.869695070836062e-05,2.587677288637321e-05,4.4740253525457506e-05
0.0008892981932598602,0.0011432666890932842,0.0019385162451553734,0.0001991359679794872,0.9987653999531172,1.8309591901596516e-05,2.5082300180106132e-05,4.334724152796326e-05
0.0009075672916763591,0.0011557307690507762,0.001960003739816719,0.00022218329537991325,0.9987653922924938,1.883679040957616e-05,2.5470289737483854e-05,4.390132652415804e-05
0.0009146504310490413,0.0011447965219040016,0.0019223682462840618,0.00021460942857528135,0.9987653985110914,1.8452092451527898e-05,2.4852773938488267e-05,4.28530697270045e-05
0.0008960905858322767,0.0011307657181308295,0.0019007711032527454,0.00020881147745762955,0.998765396497124,1.8614003853945265e-05,2.5781076536245226e-05,4.493508609367998e-05
0.0009076942829862138,0.0011407243377713062,0.001928176781389399,0.0002435662884087887,0.9987653836963709,1.893434813758522e-05,2.5760841587902287e-05,4.459571676000835e-05
0.0009335748774779498,0.0011818775483880084,0.0019922733182474715,0.00022651636376711827,0.9987653983448035,1.853661769862962e-05,2.4902851877007066e-05,4.291789797344556e-05
0.0008890229716227774,0.0011320679355961236,0.0019170958336689383,0.00021166289585757133,0.998765389314322,1.8364946435048522e-05,2.506744185029574e-05,4.3467413814935066e-05
0.0009019886072344591,0.001123006095356431,0.0018665595624944888,0.0002242419086572944,0.9987653893485116,1.8631858460349507e-05,2.5326693076657976e-05,4.387633130261653e-05
0.0009110554731700693,0.0011199512705996858,0.0018693505813996928,0.0002448993886342727,0.9987653937130722,1.8554216992148505e-05,2.5291616479824616e-05,4.399277204904163e-05
0.0008962704793898612,0.0011487074055304585,0.0019299848892170518,0.00020892302091985926,0.9987654067622314,1.8477248147557142e-05,2.5369307992802978e-05,4.3932935179254774e-05
0.0009339862982493202,0.001163107923775101,0.0019701239513586636,0.00024725551457514876,0.9987653981509234,1.8705973392651e-05,2.524632382121074e-05,4.348884781633935e-05
0.0009086825217921145,0.0011566326495478603,0.0019387362103477504,0.00022854744044323048,0.9987653825156895,1.830751598540669e-05,2.4556006723668944e-05,4.2400951052273095e-05
0.0009095499084005881,0.0011461362149845487,0.0019371254836821857,0.00023184541015976328,0.99876539880337,1.8046879977149938e-05,2.452421862251637e-05,4.2281521647154316e-05
0.0008949280046317936,0.0011333445363698015,0.001904248914434833,0.0002038600529414538,0.9987654052432943,1.841440341848298e-05,2.4840579104500342e-05,4.28498928890566e-05
0.0009174971288838222,0.0011809979179518318,0.001989420677077971,0.00023133483634169512,0.9987653708583923,1.818612315027945e-05,2.498585114824735e-05,4.3349433068319576e-05
0.0009053087278548919,0.0011400442734564931,0.0019186793789593849,0.00020993055479027036,0.9987653877139189,1.878207129598064e-05,2.5973276243581507e-05,4.513989795213895e-05
0.0008933882873618373,0.0011308152456316588,0.0019021704299801627,0.00022960121162624267,0.9987653965635708,1.840100678774932e-05,2.5830623172974634e-05,4.512004993938532e-05
0.0008921737312947862,0.001138370983464821,0.0019327842368367138,0.00021857156541714177,0.9987653968297009,1.888159870365391e-05,2.626632164997457e-05,4.574847633509484e-05
0.0009313938115232956,0.0011934092894673658,0.0020260228921052956,0.000234117576144422,0.9987653884489971,1.7949959307959828e-05,2.4114504665285808e-05,4.173418081291803e-05
0.0009094799703474923,0.0011539202875104956,0.001954736861398832,0.0002084508098386807,0.9987654044709011,1.903156662241151e-05,2.578033212772435e-05,4.4541104262291176e-05
0.0009200854592074319,0.0011676838581685083,0.001988296409225366,0.0002531689963754392,0.9987653834638304,1.839513738004956e-05,2.4899112146919884e-05,4.319261449702026e-05
0.0009153599489816743,0.0011492686340195107,0.0019338895756904374,0.0002275694302057359,0.9987653925093991,1.819762175074762e-05,2.457766001411108e-05,4.253974239302914e-05
0.0009004061083043892,0.0011416939198597789,0.0019333867625710344,0.0002305708233231578,0.9987654011229123,1.8806941015586775e-05,2.5576656988643986e-05,4.40826896339308e-05
0.0009197252733679395,0.0011679506383049753,0.0019737972467345328,0.0002250724479870178,0.9987653954231159,1.8342996613939254e-05,2.5242033069307075e-05,4.377797574784583e-05
0.0009135429038708566,0.0011642343921323657,0.0019689750967892762,0.0001986267538737194,0.9987654036584255,1.8479742426203452e-05,2.5561988220266013e-05,4.428605036298842e-05
0.0009119550989082161,0.0011364596591934481,0.0019051900588697135,0.00023897165920394687,0.998765391177184,1.829472731790217e-05,2.477635480148707e-05,4.2994115099120734e-05
0.0008926100804980534,0.0011428210577187634,0.0019307897809045511,0.000218290884419169,0.9987653962992699,1.8361230772965362e-05,2.4979985971159117e-05,4.3386688219491576e-05
